	UPOS_parent	DEPREL_child	UPOS_child	direction	counts	surface_order_parent/child_forms	arabic_example	example_freq		Final	Nizar-Grammar	in paper		100.00%								
401	VRB	OBJ	VRB	P-C	492	qAl ... tkwn	قال ... تكون	4		OK	#N/A		و+ قال إن القرارات س+ تكون معبرة قدر المستطاع عن موارد +نا من النقد الأجنبي , موضحا أن السوق تسمح ل+ أي متعامل ب+ تحقيق المكاسب عن طريق الفارق المحدد بين الشراء و+ البيع وفقا ل+ الأسعار الرسمية .	قال فلان حدثنا ...								
123	PRT#	OBJ	NOM#	P-C	95	w+ ... >sEd+	و+ ... أسعد+	4		NO WAY	#N/A		و+ حضر 165 مندوبا ل+ النوادي من أصل 193 يحق ل +ها التصويت , اقترع 163 من +هم ل+ المرشحين ال 19 في اللائحة التي يرأس +ها المحامي نصري لحود بعد +ما أعلن كل من : أنطوان قزي و+ نقولا+ جوهر و+ جورج بو نعمة و+ سامي ناصر الدين و+ رفيق غجر و+ أيوب برق انسحاب +هم , بينما لم تفلح المحاولات التي بذلت ل+ إقناع المرشحين الأربعة الآخرين من خارج اللائحة و+ هم جورج حبيب و+ سمير عساف و+ ماجد حرب و+ أسعد+ النخل ب+ الانسحاب .									
431	VRB	PRD	VRB-PASS	P-C	68	kAn ... yEAml	كان ... يعامل	4		OK	#N/A		كان ذكيا جدا ; جلى بين أقران +ه في المدرسة و+ ذكر في كتاب " اعترافات +ه " كيف كان يعامل التلميذ آنذاك و+ كيف أن الطاعة ل+ معلمي +ه ضرورية و+ ملزمة حتى إذا أهمل +ها أحد التلاميذ كان يعامل ب+ قسوة في المدرسة كما في البيت و+ يعترف ب+ أن +ه هو أيضا نال نصيب +ه ل+ عدم تجاوب +ه مع +ها , و+ رفض +ه أحيانا التقيد ب+ النظام الموضوع .									
25	VRB	SBJ	#NOM	P-C	27	ymkn ... +nA	يمكن ... +نا	4		OK	OK		من جهة +ه , قال وزير الخارجية الكويتي صباح الأحمد الصباح أن +نا نرفض هذه الاتهامات و+ لا يمكن +نا سرقة ما هو موجود فعليا على أراضي +نا .									
3	NOM	MOD	#NOM	P-C	24	*At ... +h	ذات ... +ه	4		OK	#N/A		و+ كان الموفد الأميركي الخاص إلى الشرق الأوسط دنيس روس توصل هو أيضا في مقابلة مع محطة " فوكس نيوز " التلفزيونية اليوم الأحد إلى الاستنتاج ذات +ه معلنا أن انفجار المدمرة الأميركية " عمل إرهابي " .									
75	PROP	SBJ	NOM	P-C	26	$ky ... >Hd	شكي ... أحد	2		OK	OK		ف+ في حين شكي أحد رجال الأعمال السعوديين , في حديث +ه إلى وزير التموين و+ التجارة الداخلية المصري حسن خضر , من أن بعض الشركات المصرية لا يلتزم ب+ المواصفات التي يتفق على +ها مع التجار السعوديين , اشتكى المصريون , و+ لو من طرف خفي , من انخفاض عدد السياح السعوديين الذين يزورون مصر سنويا , في مقابل الزيادة الكبيرة في عدد الحجاج و+ المعتمرين المصرين الذين يزورون السعودية سنويا .									
238	PRT	MOD	PROP	C-P	17	<n ... lA	إن ... لا	4		NO WAY	#N/A		و+ قال نائب الأمين العام ل+ مجلس الغرف السعودية ل+ شؤون الصادرات فهد السلمي ل " الحياة " إن " لا علاقة ل+ مجلس الغرف ب+ هذا المعرض و+ أن المجلس لم يدرج ضمن نشاطات +ه مثل هذا المعرض و+ لم نسمع شيئا أو يرد +نا شئ عن مثل +ه " .									
33	PRT	OBJ	#PRT	P-C	4	mn ... +mA	من ... +ما	4		OK	#N/A		و+ سئل هل تقومون ب+ وساطة ما ل+ حل هذا الموضوع ف+ أجاب : " كلا , أتصور أن المسؤولين عن المخيمات لا بد من أن يكون لدى +هم البعد الوطني الكافي و+ يقدرون أن هذا الأمر يضر +هم أكثر من +ما ينفع +هم و+ إيواء بعض من هذه العناصر خطير جدا , أما وساطة ل+ الوساطة ف+ أنا مستمر في الخط الآخر إذا صح التعبير , خط الاتصال مع جميع الفاعليات الوطنية اللبنانية دون استثناء من أجل الوقوف صفا واحدا و+ متراصا ل+ نبذ كل تطرف خصوصا أن المنطقة على أبواب أو ربما هناك مجريات كبيرة لكن في لبنان أهم شيء هو الوحدة الوطنية " .									
19	VRB	IDF	#NOM	P-C	30	hdf ... +h	هدف ... +ه	3		OK	#N/A		و+ فور تولي +ه المهمة , أعلن ماتشالا , العالم تماما ب+ مستوى اللاعبين السعوديين , أن هدف +ه " بناء منتخب عصري ينافس ب+ قوة في البطولات التي يشارك في +ها " .									
64	PNX-B	MOD	NOM	C-P	30	$krA ... .	شكرا ... .	3		NO WAY	#N/A		شكرا ل+ وزير الداخلية و+ البلديات إلياس المر الذي أحيا هذا المشروع ب+ عرض +ه على مجلس الوزراء .									
417	#PRT	OBJ	VRB-PASS	P-C	22	+mA ... s}l	+ما ... سئل	3		NO WAY	#N/A		أما الدولة اللبنانية ف+ تبقى خارج " الخلافات الداخلية " على ما صرح وزير الدفاع اللبناني عند +ما سئل عن طبيعة الصراع المسلح الذي دار في اليومين الماضيين .									
399	VRB	MOD	VRB	C-P	23	>EtdwA ... yqwl	أعتدوا ... يقول	1		OK	OK		و+ أضاف المتوكل ل+ فرانس برس " من اعتدى على +كم أعتدوا على +ه ب+ مثل +ه " يقول القرآن الكريم .									
393	PRT	SBJ	VRB	P-C	21	lA ... $k	لا ... شك	3		NO WAY	#N/A		و+ لا شك في أن الكتاب يعرض تحديات عدة , من +ها العالم الجديد الذي يقدم تطلعات جديدة ل+ التلامذة و+ الطلاب و+ ما يمكن أن يسبب لدى +هم من صراع بين هوية +هم اللبنانية و+ الجنسية الجديدة التي حظوا ب +ها في عالم الاغتراب " .									
97	VRB	---	NOM	P-C	18	ywn ... dAl	يون ... دال	3		NO WAY	#N/A		و+ ب+ ذلك يرتفع رصيد رونالدو في البطولة حتى الآن إلى أربع إصابات , و+ يصعد إلى المركز الثاني في ترتيب الهدافين مع الدانماركي يون دال توماسون , خلف الألماني ميروسلاف كلوسه الذي سجل خمس إصابات .									
247	PRT#	MOD	PROP	P-C	15	w+ ... rwytrz	و+ ... رويترز	3		OK	#N/A		( و+ ص ف , رويترز , أب )									
6	NOM	SBJ	#NOM	P-C	14	fwz ... +h	فوز ... +ه	3		OK	#N/A		قدم / مصر بطولة مصر : الإسماعيلي يتصدر و+ الأهلي يتعثر القاهرة 15-9 ( أ ف ب ) - تصدر الإسماعيلي بطولة الدوري المصري ل+ كرة القدم ب+ فوز +ه على غزل المحلة ب+ ثلاثة أهداف نظيفة أمام 20 ألف متفرج ضمن المرحلة الأولى .									
416	#NOM	MOD	VRB-PASS	P-C	11	+mA ... yrsm	+ما ... يرسم	3		NO WAY	#N/A		أبدى خشية " من +ما يرسم ل+ مستقبل فلسطين " المجمع الأنطاكي الأرثوذكسي اختتم دورة +ه ال : 35 على المسؤولين اللبنانيين توطيد الأمن الاجتماعي البيان الختامي									
115	VRB-PASS	TPC	NOM	C-P	20	AlAEtdAl ... ybHv	الاعتدال ... يبحث	2		OK	OK		- الإشارة إلى الخلافات الرئاسية القائمة تطرف , أما الاعتدال ف+ يبحث عن +ه في كميات الصابون الحريري الدائم الاستعمال في عمليات غسل القلوب المشمولة ب+ رعاية +ه بعد كل لقاء يتبع العودة من معتكف سردينيا .									
311	PRT#	SBJ	PRT	P-C	18	b+ ... >n	ب+ ... أن	12		OK	OK		و+ أضاف " أعتقد أن +ه ب+ وسع +نا من دون أن ننتهك القوانين و+ الإجراءات أن نطبق تلك القواعد ب+ مصداقية أكبر و+ تفادي تطبيق إجراءات من شأن +ها تسريع القواعد من دون تطبيق +ها ب+ شكل تام " .									
340	PNX-B	MOD	PRT#	P-C	10	? ... w+	? ... و+	3		NO WAY	#N/A		و+ قال المحامي ممدوح رمزي , في شكوى +ه , أن الصحيفة نشرت مقالا ب+ عنوان " و+ كان الإنسان ظلوما جهولا " ل+ الكاتب عزت السعدني , " تضمن تشكيكا في الإنجيل و+ التوراة ( . . . ) ب+ الزعم أن التعاليم الواردة في +هما تصطدم مع حقائق العلم الحديث " . و+ تساءل المحامي : من هذا الذي يقارن بين الأديان السماوية و+ يعظم دينا و+ يحقر آخر ? . و+ من الذي نصب +ه حكما بين الأديان ? . و+ من المسؤول عن هذا التصرف الخطير ? . و+ من وراء هذه الحملة المنظمة ل+ تشويه المسيحية و+ اليهودية و+ التشكيك في من يدينون ب +هما و+ تعاليم +هما المقدسة " .									
122	PRT	TPC	NOM#	C-P	4	h+ ... <n	ه+ ... إن	3		NO WAY	#N/A		و+ قال إن+ ه+ في حال الاتفاق على البرنامج الذي وضعت +ه الحكومة مع البنك الدولي , ف+ إن +ه س+ يتم , بعد مرور نحو شهرين من البدء في تنفيذ خطوات +ه , وضع نحو بليوني دولار تحت تصرف مصر , الخريف المقبل .									
142	PRT#	MOD	PNX-A	P-C	4	l+ ... (	ل+ ... (	3		NO WAY	#N/A		و+ قال " شكرا , ب+ اسم إسحق ( ... ) , شكرا ل+ مساهمة +ك الشخصية في ( بناء نواة الهاغانا , الجيش السري اليهودي أثناء الانتداب البريطاني في فلسطين ) ( ... ) , و+ شكرا ل+ معركة +ك من أجل السلام " .									
245	PRT#	---	PROP	P-C	4	w+ ... S	و+ ... ص	3		NO WAY	#N/A		( و+ ص ف , رويترز , أب )									
348	PRT	PRD	PRT#	C-P	3	b+ ... <n	ب+ ... إن	3		NO WAY	#N/A		و+ يخلص الضاهر إلى القول " لدى +نا الفرصة ل+ نقلع ب+ هذا البلد نحو آفاق جديدة بعد حرب أتت على الأخضر و+ اليابس , قد يكون اللبناني اعتاد على هذا الأمر لكن ب+ النسبة إلى العالم الخارجي ف+ إن إقامة كأس أسيا ل+ كرة القدم في لبنان يعتبر ضربا من الخيال " .									
166	PRT	PRD	PNX-AB	P-C	3	>n ... "	أن ... "	3		NO WAY	#N/A		و+ أشار الوزير إلى أن تأخير الطائرة عن الإقلاع " عائد إلى أسباب أمنية و+ ضرورة القيام ب+ أعمال الصيانة ل+ ضمان أمن الركاب " .									
355	VRB	OBJ	PRT#	P-C	104	>Ey$ ... w+	أعيش ... و+	2		OK	#N/A		أرشدوا +ني إلى من ألجأ ل+ رفع هذه الظلامة الواقعة على +ي , و+ كيف أعالج نفس +ي و+ عائلة +ي , و+ كيف أعيش من دون راتب و+ أنا مسؤول عن عائلة و+ قد وصلت حالة +ي إلى الهاوية .									
404	VRB	SBJ	VRB	P-C	58	>ETt ... zgrtA	أعطت ... زغرتا	2		OK	#N/A		س+ أحكي عفوا و+ من القلب , أنا و+ وجهاء زغرتا و+ مع +نا رفاق +نا و+ أصدقاء +نا , كل ما نعمل +ه و+ نحقق +ه هنا هو قليل ب+ النسبة إلى ما أعطت +نا إيا +ه زغرتا و+ المنطقة .									
80	PROP#	MOD	NOM	P-C	50	AlyAsry+ ... >Hd	الياسري+ ... أحد	2		NO WAY	#N/A		و+ الياسري+ أحد ضباط البحرية العراقية , أصيب في انتفاضة في جنوب العراق عام 1991 ضد القيادة العراقية و+ نجح في الفرار إلى السعودية و+ هو يعيش الآن في لندن و+ يعتبر حليفا ل+ رئيس " المؤتمر الوطني العراقي " أحمد شلبي الذي أيد الاجتماع الذي استمر ثلاثة أيام و+ شارك في +ه نحو 70 ضابطا .									
263	VRB-PASS	MOD	PROP	C-P	17	* ... yrjY	ذ ... يرجى	3		OK	OK		ذ يرجى من الشاكين تحديد عنوان الشكوى ب+ دقة من أجل مساعدة +هم مع المراجع المختصة , ف+ منطقة الجديدة كبيرة و+ ليست مجرد شارع .									
50	NOM	PRD	NOM	P-C	49	kwn ... qlb	كون ... قلب	2		OK	#N/A		و+ ل+ دالوا+ أهمية معنوية ك+ ذلك ل+ كون +ها قلب معقل قبيلة بيت التي ينتمي إلى +ها غباغبو .									
256	VRB	PRD	PROP	P-C	16	lyst ... Armh	ليست ... ارمه	2		OK	OK		الجميل : الكتائب ليست " ارمه " أو ختما و+ س+ نتصدى ل+ مؤامرات بعض الخارج و+ الداخل الجميل									
241	PRT	PRD	PROP	P-C	15	<n ... bArys	إن ... باريس	2		OK	OK		إن +ه باريس - 2 الذي يبدو في أهداف +ه و+ حوافز +ه من خارج السياق الراهن في المنطقة و+ العالم , لا بل إن +ه يقدم سياقا مناقضا ل+ البيئة السياسية التي تهيمن على حركية العلاقات الدولية منذ 11 أيلول من العام الماضي .									
